Year Month Tmax Tmin PAR Prec CO2 O3
1800-1899 1 -6.13 -16.53 133.561 80.27 295.84 0
1800-1899 2 -4.92 -16 197.62 64.45 296.24 0
1800-1899 3 0.68 -9.7 329.237 67.88 296.61 0
1800-1899 4 9.66 -0.56 386.918 80.97 296.87 0
1800-1899 5 18.14 6.19 462.879 82.21 296.83 0
1800-1899 6 23.13 11.63 479.046 103.7 296.11 0
1800-1899 7 25.62 14.37 505.211 105.34 294.5 0
1800-1899 8 24.3 13.07 443.053 103.9 292.93 0
1800-1899 9 19.6 8.47 321.46 91.21 292.93 0
1800-1899 10 12.31 2.76 198.082 97.76 294 0
1800-1899 11 4.55 -3.38 112.472 87.7 295.04 0
1800-1899 12 -3.28 -12.11 90.862 84.72 295.71 0
1900 1 -4.9 -16.9 145.59 17.4 296.21 0
1900 2 -4.3 -14.3 178 103.4 296.61 0
1900 3 -0.7 -11.6 328.23 130.4 296.98 0
1900 4 12.1 0.4 388.12 79.6 297.24 0
1900 5 15.3 3.4 445.87 55.8 297.2 0
1900 6 22.2 12.5 498.62 153.6 296.49 0
1900 7 23.7 15 420.71 98.6 294.87 0
1900 8 22.2 12.1 444.53 158 293.31 0
1900 9 19.2 8.4 349.94 81 293.3 0
1900 10 10.5 1.4 174.43 114.8 294.38 0
1900 11 4 -2.6 130.18 67.4 295.42 0
1900 12 -3.2 -13.5 98.89 150.4 296.08 0
1901 1 -3.6 -14.7 149.48 85.3 296.57 0
1901 2 -2.2 -14.9 225.44 103.4 296.98 0
1901 3 2.4 -7.3 322.93 93.7 297.34 0
1901 4 10.1 1.7 363.61 109 297.59 0
1901 5 19.1 6.2 442.75 39.9 297.55 0
1901 6 22.7 11 535.76 86.6 296.82 0
1901 7 25.4 13.9 471.18 103.9 295.2 0
1901 8 22.2 11.9 409.29 90.9 293.63 0
1901 9 19.3 7.6 332.54 77.5 293.62 0
1901 10 14.3 2.8 210.47 55.1 294.69 0
1901 11 2.6 -5.9 103.89 110.2 295.72 0
1901 12 -2.1 -11.8 89.16 106.4 296.39 0
1902 1 -7.5 -17.5 145.59 103.8 296.87 0
1902 2 -10.3 -22.9 178 67.5 297.28 0
1902 3 0 -12.4 328.23 69.7 297.64 0
1902 4 9.4 -0.4 388.12 139.8 297.9 0
1902 5 17.5 5.6 445.87 117.4 297.85 0
1902 6 22.6 9.9 498.62 84.4 297.13 0
1902 7 25.7 13.7 420.71 98.2 295.51 0
1902 8 25.6 13.2 444.53 97.8 293.95 0
1902 9 18.4 6.6 349.94 117 293.95 0
1902 10 9.5 -0.1 174.43 135 295.02 0
1902 11 2.7 -5.5 130.18 102.4 296.07 0
1902 12 -4.1 -14.1 98.89 69.1 296.73 0
1903 1 -9.1 -21.3 139.6 41.4 297.22 0
1903 2 -7 -18.4 179.02 30.5 297.62 0
1903 3 2.5 -6.9 322.46 91.9 297.98 0
1903 4 14.3 1.3 402.29 44.5 298.24 0
1903 5 18.4 4.1 469.37 65.3 298.19 0
1903 6 21.5 10.3 438.98 53.8 297.47 0
1903 7 26.2 13.9 533.27 124 295.85 0
1903 8 23.2 10.4 432.1 32.5 294.28 0
1903 9 22.5 10.2 297.82 29.2 294.27 0
1903 10 15.2 4.9 213.98 75.4 295.33 0
1903 11 2.6 -4.6 118.96 97.3 296.37 0
1903 12 -5.6 -13.9 96.89 106.4 297.03 0
1904 1 -7.2 -16.8 145.56 51.6 297.51 0
1904 2 -3.4 -15.2 221.06 67.1 297.91 0
1904 3 0.2 -9.4 367.13 164.1 298.27 0
1904 4 11.6 1.2 398.66 51.6 298.53 0
1904 5 19.9 8.9 487.22 117.6 298.49 0
1904 6 25.1 12.7 392.4 41.4 297.77 0
1904 7 30.1 15.9 497.05 46 296.15 0
1904 8 26.8 15.7 437.54 169.2 294.58 0
1904 9 19.7 8.1 345.15 166.1 294.57 0
1904 10 14 3.7 221.82 81.5 295.64 0
1904 11 4.5 -2.7 130.1 53.3 296.68 0
1904 12 -6.4 -16 67.1 45.2 297.34 0
1905 1 -3 -11.4 149.48 90.4 297.83 0
1905 2 -8.1 -19.7 225.44 78.5 298.24 0
1905 3 -0.9 -12.2 322.93 20.6 298.6 0
1905 4 8.1 -2.3 363.61 55.9 298.86 0
1905 5 13.4 2.5 442.75 67.3 298.82 0
1905 6 24.3 12.7 535.76 101.3 298.11 0
1905 7 25.4 15.4 471.18 121.9 296.49 0
1905 8 23.4 14.2 409.29 94 294.92 0
1905 9 19.9 8.2 332.54 64.8 294.91 0
1905 10 12.2 3.7 210.47 136.4 295.98 0
1905 11 2.3 -4.1 103.89 126 297.02 0
1905 12 -2.4 -10.7 89.16 118.4 297.68 0
1906 1 -4.5 -12.5 136.98 139 298.18 0
1906 2 -7 -17.4 190.02 39.8 298.58 0
1906 3 2.9 -7.6 360.2 79.2 298.95 0
