Year Month Tmax Tmin PAR Prec CO2 O3
1800-1899 1 -6.08 -16.52 133.561 82.17 295.84 0
1800-1899 2 -4.69 -15.93 197.62 67.45 296.24 0
1800-1899 3 1.19 -8.96 329.237 74.46 296.61 0
1800-1899 4 9.42 -0.57 386.918 82.75 296.87 0
1800-1899 5 18.06 6.27 462.879 87.54 296.83 0
1800-1899 6 22.89 11.33 479.046 109.1 296.11 0
1800-1899 7 25.66 14.34 505.211 106.92 294.5 0
1800-1899 8 24.4 13.11 443.053 98.76 292.93 0
1800-1899 9 19.45 8.4 321.46 99.87 292.93 0
1800-1899 10 13 2.91 198.082 90.58 294 0
1800-1899 11 4.65 -3.32 112.472 92.23 295.04 0
1800-1899 12 -3.27 -12.39 90.862 92.39 295.71 0
1900 1 -6.4 -17.3 145.59 74.9 296.21 0
1900 2 -6.5 -17.6 178 56.9 296.61 0
1900 3 3.5 -7.3 328.23 61 296.98 0
1900 4 8.8 -1 388.12 124 297.24 0
1900 5 18.2 6.3 445.87 56.6 297.2 0
1900 6 23.8 10.8 498.62 97.5 296.49 0
1900 7 23.1 10.9 420.71 88.9 294.87 0
1900 8 24 13 444.53 83.8 293.31 0
1900 9 17.8 7.6 349.94 99.6 293.3 0
1900 10 11.3 2.9 174.43 185.4 294.38 0
1900 11 3.1 -4.7 130.18 57.2 295.42 0
1900 12 -1.7 -13.1 98.89 101.3 296.08 0
1901 1 -3.7 -11 149.48 85 296.57 0
1901 2 -2.3 -9.4 225.44 50.6 296.98 0
1901 3 6.7 -2.8 322.93 37.6 297.34 0
1901 4 14.6 2.6 363.61 78.6 297.59 0
1901 5 22 7.9 442.75 59 297.55 0
1901 6 23.3 12.8 535.76 130.3 296.82 0
1901 7 27.9 16.6 471.18 78.2 295.2 0
1901 8 25.4 13.9 409.29 93.8 293.63 0
1901 9 20.7 10.8 332.54 180.6 293.62 0
1901 10 13 3 210.47 128.4 294.69 0
1901 11 6.3 -1.9 103.89 119.6 295.72 0
1901 12 -2.9 -10.7 89.16 67.2 296.39 0
1902 1 -4.3 -13.6 145.59 103.8 296.87 0
1902 2 -2.7 -12.5 178 78.2 297.28 0
