Year Month Tmax Tmin PAR Prec CO2 O3
1800-1899 1 -6.6 -17.19 133.561 75.73 295.84 0
1800-1899 2 -4.75 -16.05 197.62 64.52 296.24 0
1800-1899 3 1.16 -9.22 329.237 69.97 296.61 0
1800-1899 4 9.84 -0.59 386.918 75.01 296.87 0
1800-1899 5 17.88 5.94 462.879 85.89 296.83 0
1800-1899 6 23.17 11.5 479.046 100.85 296.11 0
1800-1899 7 25.32 14.03 505.211 113.62 294.5 0
1800-1899 8 24.21 13.19 443.053 107.16 292.93 0
1800-1899 9 19.57 8.55 321.46 98.65 292.93 0
1800-1899 10 12.42 2.72 198.082 94.63 294 0
1800-1899 11 4.41 -3.32 112.472 89.64 295.04 0
1800-1899 12 -3.31 -11.9 90.862 87.72 295.71 0
1900 1 -1.3 -13.6 145.59 69.6 296.21 0
1900 2 -1.3 -13.6 178 83.6 296.61 0
1900 3 -1.2 -13 328.23 50.8 296.98 0
1900 4 10.1 -1 388.12 62.7 297.24 0
1900 5 19.8 7.9 445.87 81 297.2 0
1900 6 24 12.7 498.62 100.8 296.49 0
1900 7 27 15.6 420.71 83.6 294.87 0
1900 8 27 16.1 444.53 73.9 293.31 0
1900 9 19.3 9 349.94 52.6 293.3 0
1900 10 11.6 2.4 174.43 153.7 294.38 0
1900 11 4.1 -2.6 130.18 92.2 295.42 0
1900 12 -4.1 -13.2 98.89 79.2 296.08 0
1901 1 -5.8 -16.3 149.48 27.6 296.57 0
1901 2 -9.2 -22.6 225.44 36 296.98 0
1901 3 1.3 -11.7 322.93 25.3 297.34 0
1901 4 9.9 0.3 363.61 80.6 297.59 0
1901 5 18.3 6.8 442.75 97.2 297.55 0
1901 6 22.7 10.8 535.76 35.4 296.82 0
1901 7 26 14.6 471.18 128 295.2 0
1901 8 25.6 14 409.29 98 293.63 0
1901 9 18.6 7.9 332.54 124.8 293.62 0
1901 10 9.6 1 210.47 125.8 294.69 0
1901 11 3.8 -4.4 103.89 83.4 295.72 0
1901 12 -3.2 -11.7 89.16 33.4 296.39 0
1902 1 -7.5 -18.4 145.59 83.8 296.87 0
1902 2 -7.3 -20.6 178 85.1 297.28 0
1902 3 3.7 -8.2 328.23 74.2 297.64 0
1902 4 9.3 -1 388.12 108.7 297.9 0
1902 5 18.9 6.8 445.87 66 297.85 0
1902 6 24.7 11.7 498.62 106.4 297.13 0
1902 7 24.2 11.8 420.71 102.6 295.51 0
1902 8 25.2 13 444.53 56.6 293.95 0
1902 9 18.3 8.6 349.94 100.3 293.95 0
1902 10 11.8 4.1 174.43 125.2 295.02 0
1902 11 3.7 -3.8 130.18 34.5 296.07 0
1902 12 -4.6 -12.8 98.89 89.2 296.73 0
1903 1 -5.3 -14.6 139.6 89.2 297.22 0
1903 2 -8.5 -18.2 179.02 54.4 297.62 0
1903 3 0.5 -9.7 322.46 97 297.98 0
1903 4 7.5 -1.3 402.29 104.5 298.24 0
